OBJECTID,GEOID,NAME,Total_Population,White_Total,Black_Total,AmerInd_AlaskaNat_Total,Asian_Total,NatHawaii_OthPI_Total,Some_Other_Race_Total,Two_or_More_Races_Total,WhiteNH_Total,POC_Total,Total_Under_18,White_Under_18,Black_Under_18,AmerInd_AlaskaNat_Under_18,Asian_Under_18,NatHawaii_OthPI_Under_18,Some_Other_Race_Under_18,Two_or_More_Races_Under_18,WhiteNH_Under_18,POC_Under_18,Total_65_and_Over,White_65_and_Over,Black_65_and_Over,AmerInd_AlaskaNat_65_and_Over,Asian_65_and_Over,NatHawaii_OthPI_65_and_Over,Some_Other_Race_65_and_Over,Two_or_More_Races_65_and_Over,WhiteNH_65_and_Over,POC_65_and_Over,Total_18_to_64,White_18_to_64,Black_18_to_64,AmerInd_AlaskaNat_18_to_64,Asian_18_to_64,NatHawaii_OthPI_18_to_64,Some_Other_Race_18_to_64,Two_or_More_Races_18_to_64,WhiteNH_18_to_64,POC_18_to_64,ACS_VINTAGE,TRACT_LABEL,JURISDICTION,CRA_NO,CRA_GRP,GEN_ALIAS,DETL_NAMES
573,53033022801,"Census Tract 228.01, King County, Washington",8374,3459,393,15,4092,0,91,324,3069,5305,1492,319,131,15,886,0,15,126,260,1232,772,657,12,0,75,0,0,28,633,139,6110,2483,250,0,3131,0,76,170,2176,3934,5Y15,228.01,King County Balance,,,,
574,53033022802,"Census Tract 228.02, King County, Washington",4772,3135,85,0,1327,2,42,181,2951,1821,1057,651,0,0,329,0,17,60,569,488,551,498,9,0,44,0,0,0,498,53,3164,1986,76,0,954,2,25,121,1884,1280,5Y15,228.02,King County Balance,,,,
575,53033022803,"Census Tract 228.03, King County, Washington",5362,2423,71,6,2559,67,30,206,2353,3009,1193,554,11,0,555,38,0,35,554,639,433,357,0,0,62,0,0,14,357,76,3736,1512,60,6,1942,29,30,157,1442,2294,5Y15,228.03,King County Balance,,,,
576,53033022901,"Census Tract 229.01, King County, Washington",2918,2003,90,0,743,0,11,71,1915,1003,626,404,19,0,150,0,0,53,362,264,625,487,0,0,138,0,0,0,487,138,1667,1112,71,0,455,0,11,18,1066,601,5Y15,229.01,King County Balance,,,,
577,53033022902,"Census Tract 229.02, King County, Washington",6492,4313,124,0,1828,0,71,156,4194,2298,1704,1129,31,0,448,0,37,59,1065,639,971,731,0,0,240,0,0,0,731,240,3817,2453,93,0,1140,0,34,97,2398,1419,5Y15,229.02,King County Balance,,,,
578,53033023000,"Census Tract 230, King County, Washington",5000,3803,95,22,853,0,34,193,3621,1379,982,771,0,0,132,0,9,70,739,243,962,796,38,0,110,0,1,17,754,208,3056,2236,57,22,611,0,24,106,2128,928,5Y15,230,King County Balance,,,,
579,53033023100,"Census Tract 231, King County, Washington",4032,2627,158,0,1005,0,90,152,2458,1574,976,547,42,0,238,0,44,105,538,438,754,598,53,0,103,0,0,0,556,198,2302,1482,63,0,664,0,46,47,1364,938,5Y15,231,King County Balance,,,,
580,53033023201,"Census Tract 232.01, King County, Washington",6449,2333,30,0,3592,0,317,177,2160,4289,1176,306,0,0,630,0,160,80,283,893,717,607,0,0,110,0,0,0,583,134,4556,1420,30,0,2852,0,157,97,1294,3262,5Y15,232.01,King County Balance,,,,
581,53033023202,"Census Tract 232.02, King County, Washington",4698,2380,494,19,1427,0,234,144,1689,3009,1071,523,73,8,317,0,71,79,238,833,579,445,0,11,123,0,0,0,445,134,3048,1412,421,0,987,0,163,65,1006,2042,5Y15,232.02,King County Balance,,,,
582,53033023300,"Census Tract 233, King County, Washington",6306,4793,2,46,1089,0,224,152,4684,1622,1286,951,0,16,125,0,122,72,925,361,882,646,2,0,162,0,0,72,646,236,4138,3196,0,30,802,0,102,8,3113,1025,5Y15,233,King County Balance,,,,
583,53033023401,"Census Tract 234.01, King County, Washington",3550,1888,61,27,1398,2,51,123,1771,1779,690,318,0,9,303,0,0,60,252,438,476,349,30,0,88,0,2,7,349,127,2384,1221,31,18,1007,2,49,56,1170,1214,5Y15,234.01,King County Balance,,,,
584,53033023403,"Census Tract 234.03, King County, Washington",4173,2933,91,1,812,17,76,243,2799,1374,819,495,35,1,182,0,2,104,452,367,765,611,9,0,116,17,0,12,611,154,2589,1827,47,0,514,0,74,127,1736,853,5Y15,234.03,King County Balance,,,,
585,53033023404,"Census Tract 234.04, King County, Washington",3308,2636,30,0,429,0,7,206,2622,686,828,640,0,0,51,0,0,137,640,188,314,244,22,0,48,0,0,0,244,70,2166,1752,8,0,330,0,7,69,1738,428,5Y15,234.04,King County Balance,,,,
586,53033023500,"Census Tract 235, King County, Washington",3672,2383,72,0,935,0,75,207,2286,1386,768,342,27,0,241,0,30,128,313,455,596,548,3,0,45,0,0,0,538,58,2308,1493,42,0,649,0,45,79,1435,873,5Y15,235,King County Balance,,,,
587,53033023601,"Census Tract 236.01, King County, Washington",3854,2260,133,20,1104,0,17,320,2018,1836,729,263,0,0,264,0,0,202,183,546,561,467,0,0,86,0,0,8,441,120,2564,1530,133,20,754,0,17,110,1394,1170,5Y15,236.01,King County Balance,,,,
588,53033023603,"Census Tract 236.03, King County, Washington",6278,2822,247,0,2596,0,343,270,2505,3773,1255,421,75,0,650,0,57,52,373,882,594,415,0,0,169,0,0,10,415,179,4429,1986,172,0,1777,0,286,208,1717,2712,5Y15,236.03,King County Balance,,,,
589,53033023604,"Census Tract 236.04, King County, Washington",6241,3003,342,28,2022,87,421,338,2693,3548,1307,317,135,0,561,0,131,163,267,1040,894,714,22,14,144,0,0,0,714,180,4040,1972,185,14,1317,87,290,175,1712,2328,5Y15,236.04,King County Balance,,,,
590,53033023700,"Census Tract 237, King County, Washington",4204,2938,39,0,909,0,67,251,2840,1364,894,610,0,0,196,0,12,76,569,325,557,506,0,0,51,0,0,0,506,51,2753,1822,39,0,662,0,55,175,1765,988,5Y15,237,King County Balance,,,,
591,53033023801,"Census Tract 238.01, King County, Washington",2232,1348,50,31,677,0,7,119,1280,952,426,177,0,24,150,0,0,75,144,282,236,198,0,0,38,0,0,0,198,38,1570,973,50,7,489,0,7,44,938,632,5Y15,238.01,King County Balance,,,,
592,53033023803,"Census Tract 238.03, King County, Washington",5036,2890,51,0,1905,0,27,163,2652,2384,534,207,0,0,292,0,0,35,207,327,857,726,0,0,104,0,0,27,726,131,3645,1957,51,0,1509,0,27,101,1719,1926,5Y15,238.03,King County Balance,,,,
593,53033023804,"Census Tract 238.04, King County, Washington",6161,3523,194,0,2120,0,16,308,3437,2724,423,210,0,0,200,0,0,13,210,213,810,489,0,0,321,0,0,0,489,321,4928,2824,194,0,1599,0,16,295,2738,2190,5Y15,238.04,King County Balance,,,,
594,53033023900,"Census Tract 239, King County, Washington",7013,5441,67,10,1153,35,17,290,5127,1886,1663,1193,7,0,281,0,7,175,1182,481,1219,1117,0,10,92,0,0,0,1117,102,4131,3131,60,0,780,35,10,115,2828,1303,5Y15,239,King County Balance,,,,
595,53033024000,"Census Tract 240, King County, Washington",7880,4921,30,0,2127,43,15,744,4762,3118,1712,684,0,0,546,0,0,482,642,1070,1185,1076,0,0,66,0,15,28,1076,109,4983,3161,30,0,1515,43,0,234,3044,1939,5Y15,240,King County Balance,,,,
596,53033024100,"Census Tract 241, King County, Washington",4830,3881,2,7,770,4,2,164,3814,1016,1360,1020,2,0,226,0,0,112,994,366,935,851,0,0,81,0,0,3,851,84,2535,2010,0,7,463,4,2,49,1969,566,5Y15,241,King County Balance,,,,
597,53033024200,"Census Tract 242, King County, Washington",3115,2329,15,0,573,0,23,175,2293,822,961,626,7,0,183,0,15,130,608,353,568,499,8,0,61,0,0,0,499,69,1586,1204,0,0,329,0,8,45,1186,400,5Y15,242,King County Balance,,,,
598,53033024300,"Census Tract 243, King County, Washington",8164,5884,222,18,1787,0,26,227,5776,2388,1738,986,83,18,534,0,0,117,965,773,1657,1322,30,0,273,0,26,6,1322,335,4769,3576,109,0,980,0,0,104,3489,1280,5Y15,243,King County Balance,,,,
599,53033024400,"Census Tract 244, King County, Washington",2611,2002,65,0,417,0,32,95,1911,700,557,352,0,0,125,0,0,80,324,233,606,547,0,0,49,0,0,10,547,59,1448,1103,65,0,243,0,32,5,1040,408,5Y15,244,King County Balance,,,,
600,53033024500,"Census Tract 245, King County, Washington",5003,3825,121,0,804,0,0,253,3705,1298,1371,999,13,0,231,0,0,128,933,438,923,785,20,0,109,0,0,9,785,138,2709,2041,88,0,464,0,0,116,1987,722,5Y15,245,King County Balance,,,,
601,53033024601,"Census Tract 246.01, King County, Washington",4588,3665,0,0,673,50,1,199,3556,1032,1227,938,0,0,155,0,0,134,864,363,941,807,0,0,134,0,0,0,807,134,2420,1920,0,0,384,50,1,65,1885,535,5Y15,246.01,King County Balance,,,,
602,53033024602,"Census Tract 246.02, King County, Washington",3754,3131,31,0,518,0,0,74,2961,793,1106,941,0,0,125,0,0,40,815,291,587,497,16,0,74,0,0,0,497,90,2061,1693,15,0,319,0,0,34,1649,412,5Y15,246.02,King County Balance,,,,
603,53033024701,"Census Tract 247.01, King County, Washington",3866,2409,181,93,1069,0,79,35,2290,1576,945,505,53,13,317,0,40,17,505,440,499,412,22,0,65,0,0,0,401,98,2422,1492,106,80,687,0,39,18,1384,1038,5Y15,247.01,King County Balance,,,,
604,53033024702,"Census Tract 247.02, King County, Washington",7791,5271,254,22,1561,0,125,558,4972,2819,1478,891,16,0,317,0,72,182,812,666,1193,868,48,0,220,0,0,57,787,406,5120,3512,190,22,1024,0,53,319,3373,1747,5Y15,247.02,King County Balance,,,,
605,53033024800,"Census Tract 248, King County, Washington",5666,3048,151,95,1376,0,611,385,2553,3113,1403,550,60,0,268,0,224,301,479,924,735,533,15,0,78,0,88,21,533,202,3528,1965,76,95,1030,0,299,63,1541,1987,5Y15,248,King County Balance,,,,
606,53033024901,"Census Tract 249.01, King County, Washington",5063,2503,57,9,2171,32,1,290,2438,2625,1276,447,0,7,604,0,0,218,426,850,853,661,8,0,177,0,1,6,661,192,2934,1395,49,2,1390,32,0,66,1351,1583,5Y15,249.01,King County Balance,,,,
607,53033024902,"Census Tract 249.02, King County, Washington",3769,2436,36,0,911,0,117,269,2242,1527,877,478,0,0,201,0,53,145,458,419,449,372,29,0,39,0,9,0,372,77,2443,1586,7,0,671,0,55,124,1412,1031,5Y15,249.02,King County Balance,,,,
608,53033024903,"Census Tract 249.03, King County, Washington",6980,3756,1,0,2948,0,0,275,3678,3302,1700,820,0,0,718,0,0,162,775,925,809,493,0,0,316,0,0,0,493,316,4471,2443,1,0,1914,0,0,113,2410,2061,5Y15,249.03,King County Balance,,,,
609,53033025001,"Census Tract 250.01, King County, Washington",4786,3258,79,9,1072,0,90,278,3250,1536,1034,673,0,0,142,0,25,194,673,361,734,628,0,0,99,0,0,7,628,106,3018,1957,79,9,831,0,65,77,1949,1069,5Y15,250.01,King County Balance,,,,
610,53033025003,"Census Tract 250.03, King County, Washington",6979,4661,18,12,1881,42,49,316,4320,2659,1500,1054,0,0,331,0,12,103,911,589,763,547,3,0,213,0,0,0,547,216,4716,3060,15,12,1337,42,37,213,2862,1854,5Y15,250.03,King County Balance,,,,
611,53033025005,"Census Tract 250.05, King County, Washington",4696,2686,143,0,1628,0,42,197,2511,2185,1129,574,14,0,432,0,0,109,559,570,478,303,0,0,166,0,0,9,254,224,3089,1809,129,0,1030,0,42,79,1698,1391,5Y15,250.05,King County Balance,,,,
612,53033025006,"Census Tract 250.06, King County, Washington",6008,3922,393,0,1342,0,19,332,3670,2338,1660,950,292,0,288,0,0,130,872,788,657,619,0,0,22,0,0,16,608,49,3691,2353,101,0,1032,0,19,186,2190,1501,5Y15,250.06,King County Balance,,,,
613,53033025101,"Census Tract 251.01, King County, Washington",5584,3618,341,16,852,22,303,432,3246,2338,1478,808,0,0,216,0,123,331,720,758,534,492,12,0,30,0,0,0,465,69,3572,2318,329,16,606,22,180,101,2061,1511,5Y15,251.01,King County Balance,,,,
614,53033025102,"Census Tract 251.02, King County, Washington",7729,4041,348,169,2058,28,177,908,3763,3966,2174,901,82,89,590,0,0,512,815,1359,703,355,125,0,148,0,0,75,341,362,4852,2785,141,80,1320,28,177,321,2607,2245,5Y15,251.02,King County Balance,,,,
615,53033025200,"Census Tract 252, King County, Washington",8098,5248,491,21,1601,37,293,407,4636,3462,1704,1005,118,8,380,0,61,132,756,948,911,847,0,0,64,0,0,0,827,84,5483,3396,373,13,1157,37,232,275,3053,2430,5Y15,252,King County Balance,,,,
616,53033025301,"Census Tract 253.01, King County, Washington",5691,4038,219,15,938,0,87,394,3933,1758,879,542,11,0,162,0,0,164,522,357,712,530,0,15,154,0,0,13,530,182,4100,2966,208,0,622,0,87,217,2881,1219,5Y15,253.01,King County Balance,,,,
617,53033025302,"Census Tract 253.02, King County, Washington",5263,2707,1040,17,825,0,503,171,2392,2871,950,342,247,0,159,0,168,34,291,659,847,556,87,0,165,0,0,39,556,291,3466,1809,706,17,501,0,335,98,1545,1921,5Y15,253.02,King County Balance,,,,
618,53033025400,"Census Tract 254, King County, Washington",7245,3385,702,19,1657,129,699,654,2888,4357,1606,412,88,0,471,25,298,312,318,1288,393,242,50,19,55,0,0,27,242,151,5246,2731,564,0,1131,104,401,315,2328,2918,5Y15,254,King County Balance,,,,
619,53033025500,"Census Tract 255, King County, Washington",5020,3059,287,33,974,15,521,131,2373,2647,990,527,99,0,211,8,120,25,284,706,478,337,18,0,79,0,0,44,337,141,3552,2195,170,33,684,7,401,62,1752,1800,5Y15,255,King County Balance,,,,
620,53033025601,"Census Tract 256.01, King County, Washington",5113,2510,215,0,1565,0,576,247,2220,2893,1216,467,63,0,378,0,211,97,336,880,389,269,22,0,88,0,10,0,269,120,3508,1774,130,0,1099,0,355,150,1615,1893,5Y15,256.01,King County Balance,,,,
621,53033025602,"Census Tract 256.02, King County, Washington",6470,3597,82,0,2093,0,149,549,3421,3049,1756,706,12,0,662,0,0,376,647,1109,777,557,0,0,90,0,96,34,557,220,3937,2334,70,0,1341,0,53,139,2217,1720,5Y15,256.02,King County Balance,,,,
622,53033025701,"Census Tract 257.01, King County, Washington",5387,3314,903,47,567,40,51,465,3033,2354,1060,629,146,0,36,0,0,249,507,553,676,551,55,0,37,0,13,20,551,125,3651,2134,702,47,494,40,38,196,1975,1676,5Y15,257.01,King County Balance,,,,
623,53033025702,"Census Tract 257.02, King County, Washington",3593,2041,397,0,878,1,54,222,1978,1615,734,331,119,0,186,0,0,98,331,403,425,332,21,0,39,0,0,33,312,113,2434,1378,257,0,653,1,54,91,1335,1099,5Y15,257.02,King County Balance,,,,
624,53033025803,"Census Tract 258.03, King County, Washington",5039,2703,817,0,570,46,563,340,1942,3097,1487,660,313,0,89,9,189,227,307,1180,413,302,17,0,86,8,0,0,262,151,3139,1741,487,0,395,29,374,113,1373,1766,5Y15,258.03,King County Balance,,,,
625,53033025804,"Census Tract 258.04, King County, Washington",3840,2220,401,14,637,28,203,337,2006,1834,897,447,121,0,56,0,114,159,360,537,605,517,40,0,48,0,0,0,507,98,2338,1256,240,14,533,28,89,178,1139,1199,5Y15,258.04,King County Balance,,,,
626,53033025805,"Census Tract 258.05, King County, Washington",5248,2246,535,54,906,13,845,649,1937,3311,1171,309,118,8,278,0,296,162,162,1009,584,442,31,7,65,0,8,31,442,142,3493,1495,386,39,563,13,541,456,1333,2160,5Y15,258.05,King County Balance,,,,
627,53033025806,"Census Tract 258.06, King County, Washington",4811,1669,756,24,1738,252,13,359,1606,3205,1237,254,203,0,457,84,0,239,246,991,477,282,33,9,105,33,0,15,271,206,3097,1133,520,15,1176,135,13,105,1089,2008,5Y15,258.06,King County Balance,,,,
628,53033026001,"Census Tract 260.01, King County, Washington",5755,2028,1452,29,1643,0,278,325,1961,3794,1173,239,474,0,282,0,85,93,232,941,997,451,271,23,213,0,28,11,451,546,3585,1338,707,6,1148,0,165,221,1278,2307,5Y15,260.01,King County Balance,,,,
629,53033026002,"Census Tract 260.02, King County, Washington",8967,2887,2881,0,2342,3,111,743,2290,6677,2338,479,1036,0,489,0,0,334,366,1972,875,438,198,0,166,3,14,56,438,437,5754,1970,1647,0,1687,0,97,353,1486,4268,5Y15,260.02,King County Balance,,,,
630,53033026100,"Census Tract 261, King County, Washington",6552,1786,2031,37,2199,0,205,294,1500,5052,1603,205,502,0,632,0,115,149,90,1513,931,459,273,17,182,0,0,0,459,472,4018,1122,1256,20,1385,0,90,145,951,3067,5Y15,261,King County Balance,,,,
631,53033026200,"Census Tract 262, King County, Washington",5645,2702,1151,112,632,0,131,917,2437,3208,1278,413,331,42,95,0,0,397,310,968,430,233,11,0,186,0,0,0,233,197,3937,2056,809,70,351,0,131,520,1894,2043,5Y15,262,King County Balance,,,,
632,53033026300,"Census Tract 263, King County, Washington",1587,514,153,0,561,130,5,224,496,1091,406,44,19,0,171,58,0,114,44,362,218,110,49,0,52,7,0,0,104,114,963,360,85,0,338,65,5,110,348,615,5Y15,263,King County Balance,,,,
633,53033026400,"Census Tract 264, King County, Washington",5711,2935,1097,37,374,294,477,497,2049,3662,1399,639,220,6,27,75,180,252,284,1115,591,397,54,31,94,0,0,15,365,226,3721,1899,823,0,253,219,297,230,1400,2321,5Y15,264,King County Balance,,,,
634,53033026500,"Census Tract 265, King County, Washington",4313,1651,994,30,926,248,73,391,1179,3134,1151,227,443,0,102,118,19,242,107,1044,529,218,42,13,256,0,0,0,213,316,2633,1206,509,17,568,130,54,149,859,1774,5Y15,265,King County Balance,,,,
635,53033026600,"Census Tract 266, King County, Washington",2840,1458,443,6,564,6,200,163,1081,1759,746,336,158,0,118,0,75,59,169,577,165,99,0,0,36,6,18,6,99,66,1929,1023,285,6,410,0,107,98,813,1116,5Y15,266,King County Balance,,,,
636,53033026700,"Census Tract 267, King County, Washington",5056,3300,298,146,490,238,159,425,3026,2030,1013,431,48,54,81,109,78,212,431,582,769,639,58,0,54,0,0,18,639,130,3274,2230,192,92,355,129,81,195,1956,1318,5Y15,267,King County Balance,,,,
637,53033026801,"Census Tract 268.01, King County, Washington",5530,2189,506,52,836,472,811,664,1517,4013,1221,397,109,23,89,92,240,271,186,1035,660,309,36,0,237,9,69,0,240,420,3649,1483,361,29,510,371,502,393,1091,2558,5Y15,268.01,King County Balance,,,,
638,53033026802,"Census Tract 268.02, King County, Washington",4932,2717,327,72,939,215,458,204,1616,3316,1468,640,173,0,251,126,203,75,246,1222,396,313,8,0,75,0,0,0,284,112,3068,1764,146,72,613,89,255,129,1086,1982,5Y15,268.02,King County Balance,,,,
639,53033027000,"Census Tract 270, King County, Washington",3552,1977,265,72,612,25,450,151,1652,1900,726,281,98,15,82,0,169,81,170,556,441,254,82,0,93,0,12,0,243,198,2385,1442,85,57,437,25,269,70,1239,1146,5Y15,270,King County Balance,,,,
640,53033027100,"Census Tract 271, King County, Washington",3324,2164,237,31,362,243,146,141,1440,1884,955,552,15,0,155,85,57,91,198,757,550,402,52,17,62,12,1,4,378,172,1819,1210,170,14,145,146,88,46,864,955,5Y15,271,King County Balance,,,,
641,53033027200,"Census Tract 272, King County, Washington",2545,965,381,6,460,172,155,406,840,1705,664,130,94,0,141,64,62,173,91,573,145,113,0,0,28,0,0,4,113,32,1736,722,287,6,291,108,93,229,636,1100,5Y15,272,King County Balance,,,,
642,53033027300,"Census Tract 273, King County, Washington",6205,3067,765,104,1711,0,232,326,1873,4332,1601,760,153,21,456,0,102,109,319,1282,592,375,22,0,161,0,23,11,279,313,4012,1932,590,83,1094,0,107,206,1275,2737,5Y15,273,King County Balance,,,,
643,53033027400,"Census Tract 274, King County, Washington",5079,3238,317,49,908,36,209,322,2594,2485,1286,705,170,0,162,15,102,132,425,861,628,469,21,0,89,0,0,49,469,159,3165,2064,126,49,657,21,107,141,1700,1465,5Y15,274,King County Balance,,,,
644,53033027500,"Census Tract 275, King County, Washington",4828,2923,212,44,739,29,487,394,2369,2459,1012,454,45,0,142,0,188,183,341,671,757,671,33,4,8,15,0,26,576,181,3059,1798,134,40,589,14,299,185,1452,1607,5Y15,275,King County Balance,,,,
645,53033027600,"Census Tract 276, King County, Washington",4955,3492,369,379,210,0,44,461,1984,2971,1485,916,57,230,53,0,0,229,255,1230,422,364,27,14,10,0,0,7,364,58,3048,2212,285,135,147,0,44,225,1365,1683,5Y15,276,King County Balance,,,,
646,53033027701,"Census Tract 277.01, King County, Washington",5565,5148,4,0,249,0,1,163,5083,482,951,789,0,0,97,0,0,65,789,162,979,945,0,0,17,0,0,17,927,52,3635,3414,4,0,135,0,1,81,3367,268,5Y15,277.01,King County Balance,,,,
647,53033027702,"Census Tract 277.02, King County, Washington",4624,4357,51,98,117,0,1,0,4277,347,688,585,39,0,64,0,0,0,585,103,1169,1156,12,0,0,0,1,0,1140,29,2767,2616,0,98,53,0,0,0,2552,215,5Y15,277.02,King County Balance,,,,
648,53033027800,"Census Tract 278, King County, Washington",3213,2968,32,1,73,26,41,72,2845,368,529,475,0,0,17,0,7,30,456,73,849,811,0,0,0,26,0,12,784,65,1835,1682,32,1,56,0,34,30,1605,230,5Y15,278,King County Balance,,,,
649,53033027900,"Census Tract 279, King County, Washington",7322,5788,294,276,429,18,40,477,4951,2371,1402,1086,85,88,43,0,5,95,838,564,935,745,28,43,85,0,15,19,700,235,4985,3957,181,145,301,18,20,363,3413,1572,5Y15,279,King County Balance,,,,
650,53033028000,"Census Tract 280, King County, Washington",4029,2310,624,54,491,0,347,203,1456,2573,1145,511,226,0,132,0,207,69,217,928,359,320,37,0,0,0,0,2,254,105,2525,1479,361,54,359,0,140,132,985,1540,5Y15,280,King County Balance,,,,
651,53033028100,"Census Tract 281, King County, Washington",2439,863,657,0,598,42,10,269,531,1908,500,134,123,0,115,14,0,114,20,480,269,130,32,0,96,0,0,11,104,165,1670,599,502,0,387,28,10,144,407,1263,5Y15,281,King County Balance,,,,
652,53033028200,"Census Tract 282, King County, Washington",4989,1804,1461,23,1118,122,170,291,1228,3761,1246,359,479,0,229,31,31,117,76,1170,454,223,53,0,156,10,0,12,223,231,3289,1222,929,23,733,81,139,162,929,2360,5Y15,282,King County Balance,,,,
653,53033028300,"Census Tract 283, King County, Washington",5018,2798,461,87,1266,9,96,301,2403,2615,865,395,140,21,244,0,0,65,233,632,575,451,15,0,109,0,0,0,440,135,3578,1952,306,66,913,9,96,236,1730,1848,5Y15,283,King County Balance,,,,
654,53033028402,"Census Tract 284.02, King County, Washington",4793,1709,1505,5,884,0,254,436,1400,3393,1159,235,452,1,176,0,100,195,114,1045,459,357,12,0,70,0,0,20,357,102,3175,1117,1041,4,638,0,154,221,929,2246,5Y15,284.02,King County Balance,,,,
655,53033028403,"Census Tract 284.03, King County, Washington",5232,1937,1747,75,529,638,237,69,1866,3366,981,115,327,0,221,231,87,0,94,887,928,588,74,17,37,206,0,6,581,347,3323,1234,1346,58,271,201,150,63,1191,2132,5Y15,284.03,King County Balance,,,,
656,53033028500,"Census Tract 285, King County, Washington",3885,2478,367,67,147,0,359,467,2332,1553,996,508,88,37,13,0,151,199,468,528,459,411,0,0,10,0,26,12,411,48,2430,1559,279,30,124,0,182,256,1453,977,5Y15,285,King County Balance,,,,
657,53033028600,"Census Tract 286, King County, Washington",6597,5575,0,0,442,0,53,527,5109,1488,1526,1054,0,0,77,0,0,395,826,700,1229,1107,0,0,88,0,14,20,1063,166,3842,3414,0,0,277,0,39,112,3220,622,5Y15,286,King County Balance,,,,
658,53033028700,"Census Tract 287, King County, Washington",5127,3912,173,22,407,208,58,347,3562,1565,1089,780,23,0,64,65,0,157,587,502,756,698,0,7,51,0,0,0,686,70,3282,2434,150,15,292,143,58,190,2289,993,5Y15,287,King County Balance,,,,
659,53033028801,"Census Tract 288.01, King County, Washington",2981,2048,122,70,191,59,346,145,1612,1369,470,225,27,22,24,17,124,31,117,353,459,454,0,0,5,0,0,0,445,14,2052,1369,95,48,162,42,222,114,1050,1002,5Y15,288.01,King County Balance,,,,
